"","user_id","screen_name","category","description","name","followers_count","profile_image_url","country"
"1","1204088748645978125","A_Carambia","deputies","Diputado Nacional por Santa Cruz-MoVeRe


Padre de Fran y Martu. Hincha de Boca","Antonio Carambia","183","http://pbs.twimg.com/profile_images/1204089585338343425/NHCnYYZD_normal.jpg","ar"
"2","841757182257463296","Adriana_Ruarte","deputies","Vecina de Deán Funes. Docente. Casada con Tato, madre de 3 hijos. Diputada Nacional por Córdoba @juntoscambioar 🇦🇷","Adriana Ruarte","1206","http://pbs.twimg.com/profile_images/1270010134681583618/pXIR_MZq_normal.jpg","ar"
"3","1277698598860476418","AgenciaAfi","national executive","Cuenta oficial de la Agencia Federal de Inteligencia - AFI.
Presidencia de la Nación.
Más información en https://t.co/lZ7fwPBQzo","Agencia Federal de Inteligencia - AFI","2508","http://pbs.twimg.com/profile_images/1277698875684466691/REbhEZF-_normal.jpg","ar"
"4","166177152","AgriculturaAR","national executive","Cuenta oficial del Ministerio de Agricultura, Ganadería y Pesca 🇦🇷","Ministerio de Agricultura, Ganadería y Pesca","162332","http://pbs.twimg.com/profile_images/1387409813601148930/nNJFaJR__normal.jpg","ar"
"5","175273213","AgustinLaje","others","Escritor. Lic. en Ciencia Política, Mgter. en Filosofía. Libros: Los mitos setentistas, Cuando el relato es una farsa, El libro negro de la Nueva Izquierda.","Agustín Laje","457882","http://pbs.twimg.com/profile_images/1332364353757122561/0hZ_EyRr_normal.jpg","ar"
"6","39276894","AidaAyala","deputies","Diputada Nacional por UCR-Cambiemos. Ex Secretaria de Asuntos Municipales (Min. Interior Nación) e Intendente de Resistencia #Chaco.","Aída Ayala","8360","http://pbs.twimg.com/profile_images/950827912776880131/WULNqKK__normal.jpg","ar"
"7","297784596","AlciraArgumedo","others","Docente | Socióloga | Investigadora del Conicet | Directora Revista https://t.co/3nAJDekgt3","Alcira Argumedo","88870","http://pbs.twimg.com/profile_images/929396144278507521/6ygs4eqz_normal.jpg","ar"
"8","2204038493","AldoAdolfoLeiva","deputies","Diputado Nacional por el FDT, Padre de Familia, Ex Combatiente de Malvinas, Militante Peronista.","Aldo Adolfo Leiva","2343","http://pbs.twimg.com/profile_images/629652043976810496/q2Ux5af7_normal.jpg","ar"
"9","2478397800","AleBermejoMza","deputies","Diputado Nacional Frente Todos.                                Ex Intendente de Maipú Mendoza. República Argentina","Alejandro Bermejo","7761","http://pbs.twimg.com/profile_images/1282738705455886343/RY1bT4r__normal.jpg","ar"
"10","154731462","Ale_Bodart","others","Dirigente del Movimiento Socialista de los Trabajadores (@MSTargentina ) en el #FITUnidad y de la Liga Internacional Socialista (@isl_lis) 🌍","Alejandro Bodart 💚 🧡","23885","http://pbs.twimg.com/profile_images/1128012984071196674/oNNLgFlP_normal.png","ar"
"11","966652940982390784","AlejandraObeid","deputies","Peronista. Diputada Nacional por Santa Fe en el Frente de TOD🌞S. Concejala de Santa Fe Mandato Cumplido. Diputada Provincial Mandato Cumplido.","AlejandraObeid","1702","http://pbs.twimg.com/profile_images/1325573210910363654/bsyaq-2F_normal.jpg","ar"
"12","1234517363556573184","AlexisGuerrera","national executive","🇦🇷 | Ministro de @MindeTransporte / https://t.co/SenEVsrvOG
 📍| Pintense
👨‍🏫 | Profesor","Alexis Guerrera","4672","http://pbs.twimg.com/profile_images/1389348445631168512/qEVkWjlP_normal.jpg","ar"
"13","1351611218","Alfreschiavoni","deputies","Misionero. Padre de 2 hijos. Hincha de Boca. Diputado Nacional por Juntos por el Cambio.","Alfredo Schiavoni","5905","http://pbs.twimg.com/profile_images/1146795148724117504/Fs6PXjNs_normal.png","ar"
"14","1196629821515862016","AliAparicioOK","deputies","Diputada nacional del Frente de Todos. Economista. Peronista. Ex secretaria de Salud Pública, Desarrollo Humano y Políticas Ambientales de San Fernando","Alicia Aparicio","818","http://pbs.twimg.com/profile_images/1196630680781889536/mhMEWu8r_normal.jpg","ar"
"15","1142881950874722306","AliciaTerada_","deputies","Abogada -Diputada Nacional Ari -CC- Chaco Trabajando para lograr la reactivación de las economías regionales y la creación de fuentes de trabajo genuinas.","Diputada Alicia Terada","1625","http://pbs.twimg.com/profile_images/1142895199535992834/MndiuJNr_normal.jpg","ar"
"16","794738992315060224","AlmaSapag","deputies","","ChaniSapag","1592","http://pbs.twimg.com/profile_images/1212736589996199936/RTerBkmd_normal.jpg","ar"
"17","1223265849219407873","AlumeKarim","deputies","Casado, tres hijos. Abogado. Desarrollista Diputado Nacional Bloque de Todos. Hincha de unión. Productor Agropecuario. #YoAmoSanLuis","Karim Alume","522","http://pbs.twimg.com/profile_images/1223267164574167040/bZyLTztl_normal.jpg","ar"
"18","155434166","AmelieGranata","province servants","#Rosarina #Pisciana. Periodista. Diputada Provincial de Santa Fe #CuidemosLas2vidas","Amalia Granata 💙💙","2161203","http://pbs.twimg.com/profile_images/1013528632848015361/4lDt2R3O_normal.jpg","ar"
"19","588761482","AnaAlmironCtes","senators","Senadora Nacional por Corrientes. Militante del Frente de Tod☀️S y La Campora 🇦🇷 
Abogada y defensora de los intereses de los correntinos y correntinas","Ana Almirón","5140","http://pbs.twimg.com/profile_images/1285749535483088897/v5Y6rbCG_normal.jpg","ar"
"20","1641872756","AnaMariaIanni","senators","Senadora Nacional por Santa Cruz - Diputada Nacional mandato cumplido","Ana María Ianni","3622","http://pbs.twimg.com/profile_images/940965275226333185/nNxFa5ZI_normal.jpg","ar"
"21","1574367007","AndresZottos","deputies","Diputado Nacional por Salta","Andrés Zottos","2952","http://pbs.twimg.com/profile_images/1015425656807620609/-ieth2FA_normal.jpg","ar"
"22","259681081","AntonioBonfatti","others","Médico. Presidente del Partido Socialista de la República Argentina.","Antonio Bonfatti","83469","http://pbs.twimg.com/profile_images/1107759867069120512/8wXgkK9w_normal.png","ar"
"23","1007843263","AntonioRodas8","senators","Senador del proyecto Nacional y Popular de Alberto y Cristina. Vicepresidente de la Comisión de Ambiente y Desarollo Sustentable. 🇦🇷
#Frentedetodos☀️ ✌️♥️","Antonio Rodas","1213","http://pbs.twimg.com/profile_images/1379606810450092032/qU3y_2iv_normal.jpg","ar"
"24","1691697295","ArabelaCarreras","province servants","Gobernadora de la provincia de Río Negro. 
Rionegrina, nacida en Bariloche. Licenciada en Letras.


#JuntosSomosRíoNegro 💚","Arabela Carreras","8964","http://pbs.twimg.com/profile_images/1356571989515894786/3ePSCo_M_normal.jpg","ar"
"25","1150985175582609408","AscarateLidia","deputies","Diputada Nacional por Tucumán JxC 🇦🇷.  La familia es lo primero. Profesora universitaria. (CPN) 🎓 Amante de la Educación y la Naturaleza 📚⛰","Lidia Ascárate","1825","http://pbs.twimg.com/profile_images/1152992786586701824/yt8ELwBo_normal.jpg","ar"
"26","1074441014625124352","AvanzaLibertad_","others","Frente político que defiende la Libertad junto a José Luis Espert, 
 Luis Rosales y Javier Milei","Avanza Libertad","23368","http://pbs.twimg.com/profile_images/1338113484303847425/OICbKc0P_normal.jpg","ar"
"27","890392375851438080","AyelenSposito","deputies","Médica -
Diputada nacional por el Frente de Todos -
Movimiento Evita","Ayelen Sposito","1855","http://pbs.twimg.com/profile_images/1208043458990157824/u23z3kmZ_normal.jpg","ar"
"28","500964169","BAProvincia","province servants","Twitter Oficial del Gobierno de la Provincia de Buenos Aires.","Gobierno PBA","117709","http://pbs.twimg.com/profile_images/1332665769436602369/QGrmrEEj_normal.jpg","ar"
"29","2516650610","BancoCentral_AR","national executive","Esta cuenta es de difusión institucional. Para consultas sobre servicios financieros: @BCRAUsuarios y https://t.co/HNsAAOWbYA.","BCRA","131068","http://pbs.twimg.com/profile_images/1032682025684271104/tMi3n9V5_normal.jpg","ar"
"30","3005444542","BeatrizMirkinOk","senators","Senadora Nacional por Tucumán junto a @jalperovichok. Peronista. Militante por los derechos de las mujeres./ Instagram: @beatrizmirkinok","Beatriz Mirkin","5094","http://pbs.twimg.com/profile_images/1368958783712620548/AOM4RgP7_normal.jpg","ar"
"31","201924584","Beatriz_AvilaOK","deputies","Diputada Nacional - Partido por la Justicia Social de Tucumán -   Madre de 4 hijos y orgullosamente tucumana.","Beatriz Avila","5747","http://pbs.twimg.com/profile_images/1332426434133061639/8aWlMN4t_normal.jpg","ar"
"32","188159659","BlancaOsunaOK","deputies","Militante Peronista. Diputada Nacional por el Frente de Tod☀️s (2019-2023). Intendenta de la ciudad de Paraná (2011-2015).","Blanca Osuna","7416","http://pbs.twimg.com/profile_images/1280652687944626176/fAbYzNT3_normal.jpg","ar"
"33","38749460","BrunoScrenci","province servants","Ministro de Gobierno de la Ciudad Autónoma de Buenos Aires. 
Egresado del Colegio Nacional Buenos Aires.
Padre de cuatro hijos.","Bruno Screnci Silva","1133","http://pbs.twimg.com/profile_images/721102983354793984/MQKUo1KX_normal.jpg","ar"
"34","262857572","BuccaBali","deputies","Diputado Nacional y Médico. BOLIVAR ♥️","Eduardo Bali Bucca","26343","http://pbs.twimg.com/profile_images/1329747256073916416/j6wHHCh7_normal.jpg","ar"
"35","587699611","BuryaileRicardo","deputies","Diputado Nacional por Formosa. Contador Público, productor agropecuario🐄👨‍🌾🚜, hincha de Boca🇸🇪. Ex Ministro de Agroindustria.","Ricardo Buryaile","39963","http://pbs.twimg.com/profile_images/1345122991785586690/LTO82R1t_normal.jpg","ar"
"36","138814032","CFKArgentina","national executive","Militante peronista. Vicepresidenta de la República Argentina. 2 veces Presidenta mandato cumplido 🇦🇷","Cristina Kirchner","5971916","http://pbs.twimg.com/profile_images/1112014698/foto6-3.jpg_1__normal.jpg","ar"
"37","293680137","CTAok","others","Central de Trabajadores de la Argentina. Nacida en 1991. Representa desocupados, organizaciones territoriales y sindicatos. @HugoYasky, Secretario General.","CTA","43089","http://pbs.twimg.com/profile_images/710944923990794240/58rluSJO_normal.jpg","ar"
"38","171650522","CancilleriaARG","national executive","Bienvenidos al Ministerio de Relaciones Exteriores, Comercio Internacional y Culto de la República Argentina | 🇦🇷 Canciller @felipe_sola","Cancillería Argentina 🇦🇷","260974","http://pbs.twimg.com/profile_images/1387404561246265345/SyF50doH_normal.jpg","ar"
"39","1189719848760332290","CaparrosMabel","deputies","Lic. Psicología. Diputada Nacional electa por FORJA . Familiera y orgullosa de la misma👨‍👩‍👧‍👧💜💚","Mabel Caparros","236","http://pbs.twimg.com/profile_images/1189720524764647424/g6UQgK44_normal.jpg","ar"
"40","1559163650","CarlaCarrizoAR","deputies","Diputada nacional por la Ciudad de Buenos Aires. Vicepresidenta del bloque @diputadosucr #EvolucionRadical 🇵🇱 Politóloga y docente.","Carla Carrizo","19703","http://pbs.twimg.com/profile_images/1296461964122697728/WZC8cAWx_normal.jpg","ar"
"41","185076776","Carli_Bianco","province servants","Jefe de Gabinete de Ministros de la Provincia de Buenos Aires.","Carlos Bianco","23335","http://pbs.twimg.com/profile_images/1103322960952209409/K-tss5pA_normal.jpg","ar"
"42","19029918","CarlosHeller","deputies","Presidente del Partido Solidario. Presidente del Banco Credicoop Cooperativo Ltdo.","Carlos Heller","141892","http://pbs.twimg.com/profile_images/2302137097/9ve66ajgsz40gcx8i8o8_normal.jpeg","ar"
"43","836359132877828096","CarlosMenem_LR","senators","Abogado. Actual Senador Nacional.
Presidente de la República Argentina. (10 años y 6 meses). 
Gobernador de La Rioja. https://t.co/XWZ6OOj0M0","Carlos Saul Menem","26564","http://pbs.twimg.com/profile_images/1029357961112678401/ZuVlDS7A_normal.jpg","ar"
"44","179960598","CarlosTomada","national executive","Embajador argentino en México 🇦🇷🇲🇽","Carlos Tomada","166646","http://pbs.twimg.com/profile_images/789101799399690240/Xv0XA3XI_normal.jpg","ar"
"45","466887457","CaroGaillard","deputies","Abogada. Dip. Nac. por la Pcia. de ER en Frente de Todos. Presidenta de la Comisión de Legislacion Penal. HCDN. Mamá de Felipe 💚🌈🌱","Carolina Gaillard","14081","http://pbs.twimg.com/profile_images/1326944416322514945/gTzPExXK_normal.jpg","ar"
"46","234032767","CaroStanley","others","Mamá de Mateo y Juan. Ministra de Desarrollo Social de la Ciudad (2011 - 2015) y Ministra de Salud y Desarrollo Social de la Nación (2015 - 2019). Abogada.","Carolina Stanley","254412","http://pbs.twimg.com/profile_images/970370553445015555/CXaxMNZd_normal.jpg","ar"
"47","90401187","CarolinaMoises","deputies","Representante de Jujuy, de nuestra gente. 
Mamá de Victoria. Diputada Nacional.","Carolina Moises","13516","http://pbs.twimg.com/profile_images/1362435317911986178/O_6JOso__normal.jpg","ar"
"48","4515126989","CasaRosada","national executive","¡Bienvenidos a Casa Rosada!","Casa Rosada","872394","http://pbs.twimg.com/profile_images/1387241967789150210/8t1yceuX_normal.jpg","ar"
"49","1579326655","CascallaresPJ","province servants","Intendente de Almirante Brown. Dirigente Justicialista de la Tercera Sección Electoral.","Mariano Cascallares","36563","http://pbs.twimg.com/profile_images/943611858921099266/7-zwD5J1_normal.jpg","ar"
"50","1155492654639198208","CaserioCarlos","senators","Senador Nacional por Córdoba -","Carlos Caserio","4501","http://pbs.twimg.com/profile_images/1183043827814322176/SONvyPX4_normal.jpg","ar"
"51","63511700","CastagnetoC","others","Director de la Dirección General de los Recursos de la Seguridad Social - AFIP - Presidente del Partido Kolina Nacional","Carlos Castagneto","21646","http://pbs.twimg.com/profile_images/1309220747974504451/8gXohAUF_normal.jpg","ar"
"52","486961348","ClauNaj","deputies","Diputada Nacional UCR - Cambiemos por Mendoza Ex Ministra de Salud, Desarrollo Social y Deportes. Gobierno de la Provincia de Mendoza.","Claudia Najul","11435","http://pbs.twimg.com/profile_images/802676037637259264/HfPgXC1W_normal.jpg","ar"
"53","1291124616514207746","ClaudiaLAZamora","senators","Perfil oficial de la Presidenta Provisional del Honorable Senado de la Nación. Ex-Gobernadora de Santiago del Estero (2013 - 2017). Abogada.","Claudia Ledesma Abdala de Zamora","1493","http://pbs.twimg.com/profile_images/1293581749839159296/xZINbv3f_normal.jpg","ar"
"54","1153087813405106176","ClaudiaTodos","deputies","Diputada Nacional del frente TODOS","Claudia Ormachea Todes","1118","http://pbs.twimg.com/profile_images/1157296583580499969/0Kt7iTlD_normal.jpg","ar"
"55","276092562","Claudiagmarquez","deputies","Diputada Nacional por la Provincia de Córdoba- Abogada","Claudia G. Marquez","700","http://pbs.twimg.com/profile_images/1367448772066873346/HM0lwqjH_normal.jpg","ar"
"56","309454438","Colorizzotti","deputies","Soy Diputado Provincial y Vicepresidente 2º de la Legislatura de Jujuy.
Aspiro a contribuir para que todos los Jujeños tengamos la Provincia que nos merecemos.","Jorge Rizzotti","263","http://pbs.twimg.com/profile_images/1378469794/colo_tewter_normal.jpg","ar"
"57","879024609227665408","CostaAugusto9","province servants","Ministro de Producción, Ciencia e Innovación Tecnológica de la Provincia de Buenos Aires. Fanático de @Velez. Economista (UBA). Padre de Amanda.","Augusto Costa","19999","http://pbs.twimg.com/profile_images/914610177713860608/gYpBI9gl_normal.jpg","ar"
